Designator,Mid X,Mid Y,Rotation,Layer
BT1,100.0,-70.0,180.0,top
D1,99.98,-45.0,0.0,top
D2,91.98,-45.0,0.0,top
D3,107.98,-45.0,0.0,top
D4,99.98,-36.8,0.0,top
D5,99.98,-52.8,0.0,top
Q1,94.5,-84.5,0.0,top
R1,102.5,-84.5,180.0,top
R2,112.0,-79.0,45.0,top
R3,88.0,-78.0,315.0,top
SW1,112.75,-54.75,0.0,top
